48.1637008	0.471161438
48.17479954	0.941857897										
48.19328527	1.411624855										
48.21913975	1.87999871										
48.25233747	2.346517232										
48.29284565	2.810720025										
48.34062433	3.272148976										
48.39562634	3.73034871										
48.45779742	4.18486704										
48.52707621	4.63525541										
48.60339433	5.081069341										
48.68667647	5.52186887										
48.77684044	5.957218979										
48.87379726	6.386690032										
48.97745125	6.809858191										
49.0877001	7.22630584										
49.20443502	7.635621997										
49.32754081	8.037402714										
49.45689597	8.431251484										
49.59237285	8.816779625										
49.73383774	9.193606667										
49.88115104	9.561360727										
50.03416737	9.919678876										
50.19273572	10.2682075										
50.3566996	10.60660264										
50.5258972	10.93453034										
50.70016154	11.25166697										
50.87932064	11.55769957										
51.06319769	11.85232611										
51.25161124	12.13525583										
51.44437533	12.40620952										
51.64129974	12.66491977										
51.84219012	12.91113128										
52.04684822	13.14460105										
52.25507206	13.36509869										
52.46665616	13.57240658										
52.6813917	13.76632015										
52.89906677	13.94664802										
53.11946655	14.11321222										
53.34237353	14.26584839										
53.56756773	14.40440588										
53.7948269	14.52874796										
54.02392678	14.63875192										
54.25464126	14.73430919										
54.48674267	14.81532547										
54.72000193	14.88172082										
54.95418887	14.9334297										
55.18907235	14.97040108										
55.42442058	14.99259849										
55.6600013	15										
55.89558202	14.99259832										
56.13093024	14.97040076										
56.36581372	14.93342921										
56.60000064	14.88172017										
56.8332599	14.81532466										
57.06536129	14.73430822										
57.29607576	14.63875078										
57.52517561	14.52874667										
57.75243477	14.40440443										
57.97762894	14.26584678										
58.20053589	14.11321046										
58.42093564	13.9466461										
58.63861068	13.76631809										
58.85334619	13.57240437										
59.06493025	13.36509633										
59.27315406	13.14459855										
59.47781212	12.91112863										
59.67870245	12.66491699										
59.87562682	12.4062066										
60.06839086	12.13525278										
60.25680436	11.85232292										
60.44068136	11.55769626										
60.61984041	11.25166354										
60.7941047	10.93452678										
60.96330224	10.60659896										
61.12726606	10.26820371										
61.28583435	9.919674979										
61.43885061	9.561356723										
61.58616385	9.193602561										
61.72762868	8.816775421										
61.86310549	8.431247187										
61.99246058	8.037398327										
62.1155663	7.635617524										
62.23230115	7.226301287										
62.34254993	6.809853561										
62.44620384	6.38668533										
62.54316059	5.957214211										
62.63332449	5.521864039										
62.71660655	5.081064453										
62.79292459	4.635250468										
62.8622033	4.18486205										
62.9243743	3.730343677										
62.97937624	3.272143905										
63.02715484	2.810714921										
63.06766294	2.3465121										
63.10086057	1.879993554										
63.12671497	1.411619682										
63.14520062	0.941852711										
63.15629928	0.471156245										
